Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Burdick 535, W545.158",FALSE,FALSE,815992,Drawings and Prints,Print,"Divisional Insignia, 38th Division, known as Cyclone Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 1/2 in. (6.5 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815992,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
51.501.897,FALSE,FALSE,815993,Drawings and Prints,Print,Parable of the mote and the beam,,,,,,Artist and publisher|Artist,After,Pietro Monaco|Domenico Fetti,"Italian, Belluno 1707–1772 Venice|Italian, Rome (?) 1591/92–1623 Venice",,"Monaco, Pietro|Fetti, Domenico",,1707      |1591      ,1772      |1623      ,1732–50,1732,1750,Etching and engraving,Sheet (Trimmed): 19 11/16 in. × 14 in. (50 × 35.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/815993,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.159",FALSE,FALSE,815994,Drawings and Prints,Print,"Divisional Insignia, 84th Division, known as Lincoln Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 1/2 in. (6.5 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815994,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.160",FALSE,FALSE,815995,Drawings and Prints,Print,"Divisional Insignia, 2nd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 9/16 × 1 1/2 in. (6.5 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815995,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.161",FALSE,FALSE,815996,Drawings and Prints,Print,"Divisional Insignia, 19th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 7/16 in. (6.3 × 3.6 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815996,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.162",FALSE,FALSE,815997,Drawings and Prints,Print,"Divisional Insignia, 99th Division, known as Alamo Div. from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815997,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.163",FALSE,FALSE,815998,Drawings and Prints,Print,"Divisional Insignia, 4th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815998,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.164",FALSE,FALSE,815999,Drawings and Prints,Print,"Divisional Insignia, Ambulance Corps from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/815999,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
62.602.828,FALSE,FALSE,816000,Drawings and Prints,Print,Moses defending the daughters of Jethro,,,,,,Artist and publisher|Artist,After,Pietro Monaco|Giovanni Antonio Fumiani,"Italian, Belluno 1707–1772 Venice|Italian, Venice 1643–1710 Venice",,"Monaco, Pietro|Fumiani, Giovanni Antonio",,1707      |1643      ,1772      |1710      ,1732–50,1732,1750,Etching and engraving,Sheet (Trimmed): 19 11/16 in. × 14 in. (50 × 35.6 cm),"Rogers Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816000,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.165",FALSE,FALSE,816001,Drawings and Prints,Print,"Divisional Insignia, Anti-Aircraft Corps from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816001,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.1164.887,FALSE,FALSE,816002,Drawings and Prints,Valentine,Valentin,,,,,,,,,,,,,,,1820,1820,1820,"Heavy card stock, lithography, watercolor, thread ",,,,,,,,,,,,,,,,,,
",Width: 3 1/16 in. (7.8 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 4 in. (10.1 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/816002,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
62.602.829,FALSE,FALSE,816003,Drawings and Prints,Print,Daniel argues with the elders while Susanna stands at left,,,,,,Artist|Artist and publisher,After,Giovanni Antonio Fumiani|Pietro Monaco,"Italian, Venice 1643–1710 Venice|Italian, Belluno 1707–1772 Venice",,"Fumiani, Giovanni Antonio|Monaco, Pietro",,1643      |1707      ,1710      |1772      ,1732–50,1732,1750,Etching and engraving,Sheet (Trimmed): 19 3/16 × 13 3/8 in. (48.8 × 34 cm),"Rogers Fund, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816003,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.166",FALSE,FALSE,816004,Drawings and Prints,Print,"Divisional Insignia, 2nd Army from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816004,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.1164.888,FALSE,FALSE,816005,Drawings and Prints,Valentine,Valentin,,,,,,,,,,,,,,,1815,1815,1815,"Heavy card stock, lithography, watercolor, thread, blue ink ",,,,,,,,,,,,,,,,,,
",Width: 2 15/16 in. (7.5 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 3 7/8 in. (9.8 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/816005,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
45.78.19,FALSE,FALSE,816006,Drawings and Prints,Print,Madonna and Child with angels,,,,,,Artist|Artist,After,Francesco Francia|Antonio Dalco,"Italian, Bologna ca. 1447–1517 Bologna|Italian, 1802–1888",,"Francia, Francesco|Dalco, Antonio",,1447      |1802      ,1517      |1888      ,1822–88,1822,1888,Engraving,Plate: 17 13/16 × 12 3/4 in. (45.3 × 32.4 cm),,,,,,,,,,,,,,,,,
"Sheet: 21 9/16 × 15 9/16 in. (54.8 × 39.6 cm)""","Gift of Alice C. Taft, Hope Smith, Marianna F. Taft, Helen Head, and Brockholst M. Smith, 1945",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816006,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Burdick 535, W545.167",FALSE,FALSE,816007,Drawings and Prints,Print,"Divisional Insignia, 33rd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816007,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.168",FALSE,FALSE,816008,Drawings and Prints,Print,"Divisional Insignia, 86th Division, Black Hawk Div from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816008,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
55.557.14,FALSE,FALSE,816009,Drawings and Prints,Print,"The vision of Ezekiel, with the dead rising and putting on their flesh, God the Father above in the sky",,,,,,Artist|Publisher,,Giovanni Battista Fontana|Raphael Saitel,"Italian, ca. 1524–1587|Italian, active ca. 1579",,"Fontana, Giovanni Battista|Saitel, Raphael",,1524      |1500      ,1587      |1600      ,1579,1579,1579,Engraving,Sheet (Trimmed): 15 1/16 × 20 11/16 in. (38.3 × 52.5 cm),"Gift of Jenny Philippsohn in memory of Siegfried Philippsohn, 1955",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816009,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.169",FALSE,FALSE,816010,Drawings and Prints,Print,"Divisional Insignia, 10th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.3 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816010,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.170",FALSE,FALSE,816011,Drawings and Prints,Print,"Divisional Insignia, 1st Army Artillery from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.3 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816011,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.171",FALSE,FALSE,816012,Drawings and Prints,Print,"Divisional Insignia, 40th Division, known as Sunshine Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 7/16 in. (6.3 × 3.7 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816012,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.172",FALSE,FALSE,816013,Drawings and Prints,Print,"Divisional Insignia, 93rd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816013,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.1164.889,FALSE,FALSE,816014,Drawings and Prints,Valentine,Valentin,,,,,,,,,,,,,,,1815,1815,1815,"Heavy card stock, lithography, watercolor, thread ",,,,,,,,,,,,,,,,,,
",Width: 3 9/16 in. (9 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 2 15/16 in. (7.4 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/816014,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Burdick 535, W545.173",FALSE,FALSE,816015,Drawings and Prints,Print,"Divisional Insignia, 5th Army Corps from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816015,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.174",FALSE,FALSE,816016,Drawings and Prints,Print,"Divisional Insignia, 27th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816016,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.175",FALSE,FALSE,816017,Drawings and Prints,Print,"Divisional Insignia, 1st Army from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816017,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
51.501.2852,FALSE,FALSE,816018,Drawings and Prints,Print,Sleeping Venus with Cupid in her lap,,,,,,Artist|Artist,After,Marcantonio Franceschini|Quirin Mark,"Italian, Bologna 1648–1729 Bologna|Austrian, Littau 1753–1811 Vienna",,"Franceschini, Marcantonio|Mark, Quirin",,1648      |1753      ,1729      |1811      ,1783,1783,1783,Engraving,Sheet (Trimmed): 12 15/16 × 18 1/16 in. (32.8 × 45.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816018,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.176",FALSE,FALSE,816019,Drawings and Prints,Print,"Divisional Insignia, 7th Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816019,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.177",FALSE,FALSE,816020,Drawings and Prints,Print,"Divisional Insignia, 83rd Division, known as the Ohio Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816020,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.178",FALSE,FALSE,816021,Drawings and Prints,Print,"Divisional Insignia, 26th Division, Yankee Div. from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 9/16 in. (6.4 × 3.9 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816021,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.179",FALSE,FALSE,816022,Drawings and Prints,Print,"Divisional Insignia, 3rd Army Corps, Aviation from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816022,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Burdick 535, W545.180",FALSE,FALSE,816023,Drawings and Prints,Print,"Divisional Insignia, 92nd Division from World War I Leaders, Scenes, Insignia cards (W545)",,,,,,,,,,,,,,,1920s,1920,1930,Commercial color photolithograph,Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/816023,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
51.501.4180,FALSE,FALSE,816024,Drawings and Prints,Print,"Saint Martin, on horseback, giving his cloak to a beggar, angels overhead",,,,,,Artist|Artist and publisher,After,Baldassarre Franceschini (il Volterrano)|Giuliano Traballesi,"Italian, Volterra 1611–1690 Florence|Italian, Florence 1727–1812 Milan",,"Franceschini, Baldassarre (il Volterrano)|Traballesi, Giuliano",,1611      |1727      ,1690      |1812      ,1760–1800,1760,1800,Etching,Sheet (Trimmed): 19 1/2 × 11 11/16 in. (49.5 × 29.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816024,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.1164.890,FALSE,FALSE,816025,Drawings and Prints,Valentine,Valentin,,,,,,,,,,,,,,,1815,1815,1815,"Heavy card stock, lithography, watercolor, thread ",,,,,,,,,,,,,,,,,,
",Width: 2 15/16 in. (7.5 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Length: 4 1/16 in. (10.3 cm)""","Gift of Mrs. Richard Riddell, 1981",,,,,,,,,,,,Ephemera|Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/816025,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
51.501.2862,FALSE,FALSE,816026,Drawings and Prints,Print,"Madonna and Child at center with Saint John the Baptist, Saint Luke, Pope Peter Celestini, and angels",,,,,,Artist|Artist,After,Marcantonio Franceschini|Robert van Audenaerde,"Italian, Bologna 1648–1729 Bologna|Flemish, Ghent 1663–1743 Ghent",,"Franceschini, Marcantonio|Audenaerde, Robert van",,1648      |1663      ,1729      |1743      ,1694,1694,1694,Etching and engraving,Sheet (Trimmed): 19 13/16 × 12 3/8 in. (50.3 × 31.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816026,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
Burdick 535(36),FALSE,FALSE,816027,Drawings and Prints,Album,"Album 535, Page 36",,,,,,,,,,,,,,,1920s,1920,1929,Commercial color photolithographs,Sheet: 15 × 12 5/8 in. (38.1 × 32 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Albums|Ephemera,,http://www.metmuseum.org/art/collection/search/816027,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
64.628,FALSE,FALSE,816038,Drawings and Prints,Print,The Second Apple Tree (Il Secondo Melo),,,,,,Artist,,Federica Galli,"Italian, Soresina 1932–2009 Milan",,"Galli, Federica",,1932,2009,1959,1959,1959,Etching,Plate: 13 3/8 × 14 in. (33.9 × 35.6 cm),,,,,,,,,,,,,,,,,
"Sheet: 19 1/16 × 15 1/4 in. (48.4 × 38.8 cm)""","Gift of Professor David James, 1964",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816038,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
47.100.799,FALSE,FALSE,816040,Drawings and Prints,Print,Allegorical composition with six Olympian gods gathered around a figure in armor,,,,,,Artist|Artist,After,Ludovico Carracci|Oliviero Gatti,"Italian, Bologna 1555–1619 Bologna|Italian, active Bologna 1610–30",,"Carracci, Ludovico|Gatti, Oliviero",,1555      |1610      ,1619      |1630      ,1615–35,1615,1635,Engraving,Sheet (Trimmed): 14 1/16 × 15 1/4 in. (35.7 × 38.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/816040,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
24.63.2025,FALSE,FALSE,816041,Drawings and Prints,Print,A Young Man Presenting his Thesis to Cardinal Aldobrandini,,,,,,Subject|Artist,,Cardinal Pietro Aldobrandini|Oliviero Gatti,"Italian, active Bologna 1610–30",,"Aldobrandini, Pietro|Gatti, Oliviero",,1603      |1610      ,1621      |1630      ,1620,1620,1620,Engraving,Plate: 13 5/8 × 17 7/8 in. (34.6 × 45.4 cm),,,,,,,,,,,,,,,,,
